1.89.1	4	were	21994	921507
1.90.whole	4	to	123271	906840
1.90.word	4	to	123271	906840
1.90.1	4	to	123271	906840
1.91.whole	4	go	8435	316331
1.91.word	4	go	8435	316331
1.91.1	4	go	8435	316331
1.92.whole	4	into	5803	110973
1.92.word	4	into	5803	110973
1.92.1	4	into	5803	110973
1.93.whole	4	the	277107	838418
1.93.word	4	the	277107	838418
1.93.1	4	the	277107	838418
1.94.whole	4	city	9877	768123
1.94.word	4	city	9877	768123
1.94.1	4	city	9877	768123
1.95.whole	4	to	16601	323687
1.95.word	4	to	16601	323687
1.95.1	4	to	16601	323687
1.96.whole	4	visit	1851	309717
1.96.word	4	visit	1851	309717
1.96.1	4	visit	1851	309717
1.97.whole	4	the	449	3383
1.97.word	4	the	449	3383
1.97.1	4	the	449	3383
1.98.whole	4	stately	54	676977
1.98.word	4	stately	54	676977
1.98.1	4	stately	54	676977
1.99.whole	4	City	0	107
1.99.word	4	City	0	107
1.99.1	4	City	0	107
1.100.whole	4	Hall ,	0	45
1.100.word	4	Hall	30	45
1.100.1	4	Hall	30	45
1.100.2	4	,	23	47
1.101.whole	4	you	222	74194
1.101.word	4	you	222	74194
1.101.1	4	you	222	74194
1.102.whole	4	would	55	2134
1.102.word	4	would	55	2134
1.102.1	4	would	55	2134
1.103.whole	4	see	28832	1301469
1.103.word	4	see	28832	1301469
1.103.1	4	see	28832	1301469
1.104.whole	4	there	221	77129
1.104.word	4	there	221	77129
1.104.1	4	there	221	77129
1.105.whole	4	the	48	1498
1.105.word	4	the	48	1498
1.105.1	4	the	48	1498
1.106.whole	4	Crest	0	3243
1.106.word	4	Crest	0	3243
1.106.1	4	Crest	0	3243
1.107.whole	4	of	14	15
1.107.word	4	of	14	15
1.107.1	4	of	14	15
1.108.whole	4	the	1035	1763
1.108.word	4	the	1035	1763
1.108.1	4	the	1035	1763
1.109.whole	4	City	0	3366
1.109.word	4	City	0	3366
1.109.1	4	City	0	3366
1.110.whole	4	of	264476	599090
1.110.word	4	of	264476	599090
1.110.1	4	of	264476	599090
1.111.whole	4	Bradford ,	22	792823
1.111.word	4	Bradford	192	792823
1.111.1	4	Bradford	192	792823
1.111.2	4	,	72	1049
1.112.whole	4	which	116	12450
1.112.word	4	which	116	12450
1.112.1	4	which	116	12450
1.113.whole	4	those	0	674
1.113.word	4	those	0	674
1.113.1	4	those	0	674
1.114.whole	4	same	68	14185
1.114.word	4	same	68	14185
1.114.1	4	same	68	14185
1.115.whole	4	mill	0	1558
1.115.word	4	mill	0	1558
1.115.1	4	mill	0	1558
1.116.whole	4	owners	0	0
1.116.word	4	owners	0	0
1.116.1	4	owners	0	0
1.117.whole	4	created	0	0
1.117.word	4	created	0	0
1.117.1	4	created	0	0
1.118.whole	4	to	0	0
1.118.word	4	to	0	0
1.118.1	4	to	0	0
1.119.whole	4	celebrate	0	0
1.119.word	4	celebrate	0	0
1.119.1	4	celebrate	0	0
1.120.whole	4	their	0	1021
1.120.word	4	their	0	1021
1.120.1	4	their	0	1021
1.121.whole	4	achievements .	149	39224
1.121.word	4	achievements	342	39224
1.121.1	4	achievements	342	39224
1.121.2	4	.	282	738
1.124.whole	4	a	34564	394666
1.124.word	4	a	34564	394666
1.124.1	4	a	34564	394666
1.125.whole	4	sinister	0	37375
1.125.word	4	sinister	0	37375
1.125.1	4	sinister	0	37375
1.126.whole	4	looking	0	53
1.126.word	4	looking	0	53
1.126.1	4	looking	0	53
1.127.whole	4	boar 's	0	329
1.127.word	4	boar 's	0	329
1.127.1	4	boar	0	329
1.127.2	4	's	0	0
1.128.whole	4	head	0	0
1.128.word	4	head	0	0
1.128.1	4	head	0	0
1.129.whole	4	sitting	0	7669
1.129.word	4	sitting	0	7669
1.129.1	4	sitting	0	7669
1.130.whole	4	on	59	125
1.130.word	4	on	59	125
1.130.1	4	on	59	125
1.131.whole	4	top	51	449
1.131.word	4	top	51	449
1.131.1	4	top	51	449
1.132.whole	4	of	33542	36595
1.132.word	4	of	33542	36595
1.132.1	4	of	33542	36595
1.133.whole	4	a	225749	2716198
1.133.word	4	a	225749	2716198
1.133.1	4	a	225749	2716198
1.134.whole	4	well	755	657544
1.134.word	4	well	755	657544
1.134.1	4	well	755	657544
1.135.whole	4	which	290	362911
1.135.word	4	which	290	362911
1.135.1	4	which	290	362911
1.136.whole	4	seems	0	2646
1.136.word	4	seems	0	2646
1.136.1	4	seems	0	2646
1.137.whole	4	puzzling	0	18
1.137.word	4	puzzling	0	18
1.137.1	4	puzzling	0	18
1.138.whole	4	at	0	75
1.138.word	4	at	0	75
1.138.1	4	at	0	75
1.139.whole	4	first ,	58	196
1.139.word	4	first	173	196
1.139.1	4	first	173	196
1.139.2	4	,	592	2103
1.140.whole	4	but	254990	1041628
1.140.word	4	but	254990	1041628
1.140.1	4	but	254990	1041628
1.141.whole	4	the	23874	377654
1.141.word	4	the	23874	377654
1.141.1	4	the	23874	377654
1.142.whole	4	reason	20647	22732365
1.142.word	4	reason	20647	22732365
1.142.1	4	reason	20647	22732365
1.143.whole	4	for	8725	28564
1.143.word	4	for	8725	28564
1.143.1	4	for	8725	28564
1.144.whole	4	this	148101	1103552
1.144.word	4	this	148101	1103552
1.144.1	4	this	148101	1103552
1.145.whole	4	symbol	0	959646
1.145.word	4	symbol	0	959646
1.145.1	4	symbol	0	959646
1.146.whole	4	is	100	1486
1.146.word	4	is	100	1486
1.146.1	4	is	100	1486
1.147.whole	4	a	285	5013
1.147.word	4	a	285	5013
1.147.1	4	a	285	5013
1.148.whole	4	matter	38	16991
1.148.word	4	matter	38	16991
1.148.1	4	matter	38	16991
1.149.whole	4	of	882197	1077048
1.149.word	4	of	882197	1077048
1.149.1	4	of	882197	1077048
1.150.whole	4	legend .	108	6378817
1.150.word	4	legend	342	6378817
1.150.1	4	legend	342	6378817
1.150.2	4	.	159	497
1.153.whole	4	once ,	466	15223849
1.153.word	4	once	17912	15223849
1.153.1	4	once	17912	15223849
1.153.2	4	,	816	35259
1.154.whole	4	legend	0	10511
1.154.word	4	legend	0	10511
1.154.1	4	legend	0	10511
1.155.whole	4	has	0	28
1.155.word	4	has	0	28
1.155.1	4	has	0	28
1.156.whole	4	it ,	3376	6328
1.156.word	4	it	6077	6328
1.156.1	4	it	6077	6328
1.156.2	4	,	8938	30068
1.157.whole	4	a	1923	90298
1.157.word	4	a	1923	90298
1.157.1	4	a	1923	90298
1.158.whole	4	fearsome	0	488794
1.158.word	4	fearsome	0	488794
1.158.1	4	fearsome	0	488794
1.159.whole	4	boar ,	0	3559
1.159.word	4	boar	0	3559
1.159.1	4	boar	0	3559
1.159.2	4	,	0	0
1.160.whole	4	which	0	0
1.160.word	4	which	0	0
1.160.1	4	which	0	0
1.161.whole	4	lived	0	2003
1.161.word	4	lived	0	2003
1.161.1	4	lived	0	2003
1.162.whole	4	in	2962	9228
1.162.word	4	in	2962	9228
1.162.1	4	in	2962	9228
1.163.whole	4	a	890	9328
1.163.word	4	a	890	9328
1.163.1	4	a	890	9328
1.164.whole	4	wood	457	588595
1.164.word	4	wood	457	588595
1.164.1	4	wood	457	588595
1.165.whole	4	located	0	41576
1.165.word	4	located	0	41576
1.165.1	4	located	0	41576
1.166.whole	4	just	0	0
1.166.word	4	just	0	0
1.166.1	4	just	0	0
1.167.whole	4	outside	0	0
1.167.word	4	outside	0	0
1.167.1	4	outside	0	0
1.168.whole	4	the	5781	11139
1.168.word	4	the	5781	11139
1.168.1	4	the	5781	11139
1.169.whole	4	manor	25	243087
1.169.word	4	manor	25	243087
1.169.1	4	manor	25	243087
1.170.whole	4	of	0	796
1.170.word	4	of	0	796
1.170.1	4	of	0	796
1.171.whole	4	Bradford .	0	28151
1.171.word	4	Bradford	18	28151
1.171.1	4	Bradford	18	28151
1.171.2	4	.	0	28
1.174.whole	4	of	15835	36474
1.174.word	4	of	15835	36474
1.174.1	4	of	15835	36474
1.175.whole	4	great	398	26202
1.175.word	4	great	398	26202
1.175.1	4	great	398	26202
1.176.whole	4	trouble	487	61838
1.176.word	4	trouble	487	61838
1.176.1	4	trouble	487	61838
1.177.whole	4	to	383	2446
1.177.word	4	to	383	2446
1.177.1	4	to	383	2446
1.178.whole	4	the	672	8388
1.178.word	4	the	672	8388
1.178.1	4	the	672	8388
1.179.whole	4	local	65	16585
1.179.word	4	local	65	16585
1.179.1	4	local	65	16585
1.180.whole	4	folk	264	841243
1.180.word	4	folk	264	841243
1.180.1	4	folk	264	841243
1.181.whole	4	the	0	4162
1.181.word	4	the	0	4162
1.181.1	4	the	0	4162
1.182.whole	4	boar	0	0
1.182.word	4	boar	0	0
1.182.1	4	boar	0	0
1.183.whole	4	was ,	0	0
1.183.word	4	was	0	0
1.183.1	4	was	0	0
1.183.2	4	,	0	1960
1.184.whole	4	bringing	0	39
1.184.word	4	bringing	0	39
1.184.1	4	bringing	0	39
1.185.whole	4	terror	0	424
1.185.word	4	terror	0	424
1.185.1	4	terror	0	424
1.186.whole	4	to	110	262
1.186.word	4	to	110	262
1.186.1	4	to	110	262
1.187.whole	4	the	120	270
1.187.word	4	the	120	270
1.187.1	4	the	120	270
1.188.whole	4	peaceful	31	19440
1.188.word	4	peaceful	31	19440
1.188.1	4	peaceful	31	19440
1.189.whole	4	flocks	0	23553
1.189.word	4	flocks	0	23553
1.189.1	4	flocks	0	23553
1.190.whole	4	and	0	34
1.190.word	4	and	0	34
1.190.1	4	and	0	34
1.191.whole	4	ravaging	0	35
1.191.word	4	ravaging	0	35
1.191.1	4	ravaging	0	35
1.192.whole	4	the	0	0
1.192.word	4	the	0	0
1.192.1	4	the	0	0
1.193.whole	4	countryside	110	1115
1.193.word	4	countryside	110	1115
1.193.1	4	countryside	110	1115
1.194.whole	4	around .	0	1255
1.194.word	4	around	36	1255
1.194.1	4	around	36	1255
1.194.2	4	.	441	15708
1.196.2	4	,	79204	102113
1.197.whole	4	however ,	543	83521
1.197.word	4	however	551	83521
1.197.1	4	however	551	83521
1.197.2	4	,	4903	5658
1.198.whole	4	the	4593031	50560404
1.198.word	4	the	4593031	50560404
1.198.1	4	the	4593031	50560404
1.199.whole	4	boar	38	5323049
1.199.word	4	boar	38	5323049
1.199.1	4	boar	38	5323049
1.200.whole	4	most	0	5557
1.200.word	4	most	0	5557
1.200.1	4	most	0	5557
1.201.whole	4	liked	0	0
1.201.word	4	liked	0	0
1.201.1	4	liked	0	0
1.202.whole	4	to	0	0
1.202.word	4	to	0	0
1.202.1	4	to	0	0
1.203.whole	4	go	0	1750
1.203.word	4	go	0	1750
1.203.1	4	go	0	1750
1.204.whole	4	to	7487	27720
1.204.word	4	to	7487	27720
1.204.1	4	to	7487	27720
1.205.whole	4	the	1331066	4952795
1.205.word	4	the	1331066	4952795
1.205.1	4	the	1331066	4952795
1.206.whole	4	well	3725	3480023
1.206.word	4	well	3725	3480023
1.206.1	4	well	3725	3480023
1.207.whole	4	that	481	274933
1.207.word	4	that	481	274933
1.207.1	4	that	481	274933
1.208.whole	4	was	481	5176
1.208.word	4	was	481	5176
1.208.1	4	was	481	5176
1.209.whole	4	in	131	6469
1.209.word	4	in	131	6469
1.209.1	4	in	131	6469
1.210.whole	4	the	83623	324767
1.210.word	4	the	83623	324767
1.210.1	4	the	83623	324767
1.211.whole	4	wood	1282	4886158
1.211.word	4	wood	1282	4886158
1.211.1	4	wood	1282	4886158
1.212.whole	4	and	6798	147896
1.212.word	4	and	6798	147896
1.212.1	4	and	6798	147896
1.213.whole	4	drink	0	74988
1.213.word	4	drink	0	74988
1.213.1	4	drink	0	74988
1.214.whole	4	its	0	31
1.214.word	4	its	0	31
1.214.1	4	its	0	31
1.215.whole	4	fresh	0	1035
1.215.word	4	fresh	0	1035
1.215.1	4	fresh	0	1035
1.216.whole	4	water ,	0	0
1.216.word	4	water	0	0
1.216.1	4	water	0	0
1.216.2	4	,	172	1195
1.217.whole	4	so	781	73892
1.217.word	4	so	781	73892
1.217.1	4	so	781	73892
1.218.whole	4	that	17298	73150
1.218.word	4	that	17298	73150
1.218.1	4	that	17298	73150
1.219.whole	4	the	2156719	10157214
1.219.word	4	the	2156719	10157214
1.219.1	4	the	2156719	10157214
1.220.whole	4	people	30265	6221439
1.220.word	4	people	30265	6221439
1.220.1	4	people	30265	6221439
1.221.whole	4	of	147560	682036
1.221.word	4	of	147560	682036
1.221.1	4	of	147560	682036
1.222.whole	4	Bradford	90	2756460
1.222.word	4	Bradford	90	2756460
1.222.1	4	Bradford	90	2756460
1.223.whole	4	had	0	115
1.223.word	4	had	0	115
1.223.1	4	had	0	115
1.224.whole	4	second	0	108
1.224.word	4	second	0	108
1.224.1	4	second	0	108
1.225.whole	4	thoughts	0	0
1.225.word	4	thoughts	0	0
1.225.1	4	thoughts	0	0
1.226.whole	4	about	14654	36132
1.226.word	4	about	14654	36132
1.226.1	4	about	14654	36132
1.227.whole	4	visiting	44	52945
1.227.word	4	visiting	44	52945
1.227.1	4	visiting	44	52945
1.228.whole	4	the	0	69
1.228.word	4	the	0	69
1.228.1	4	the	0	69
1.229.whole	4	well .	0	4220
1.229.word	4	well	0	4220
1.229.1	4	well	0	4220
1.229.2	4	.	18	192
1.232.whole	4	people	5178	1036018
1.232.word	4	people	5178	1036018
1.232.1	4	people	5178	1036018
1.233.whole	4	of	2418	8124
1.233.word	4	of	2418	8124
1.233.1	4	of	2418	8124
1.234.whole	4	Bradford	90	2756460
1.234.word	4	Bradford	90	2756460
1.234.1	4	Bradford	90	2756460
1.235.whole	4	bore	0	115
1.235.word	4	bore	0	115
1.235.1	4	bore	0	115
1.236.whole	4	the	0	0
1.236.word	4	the	0	0
1.236.1	4	the	0	0
1.237.whole	4	brunt	0	0
1.237.word	4	brunt	0	0
1.237.1	4	brunt	0	0
1.238.whole	4	of	37844	39670
1.238.word	4	of	37844	39670
1.238.1	4	of	37844	39670
1.239.whole	4	the	83690	191095
1.239.word	4	the	83690	191095
1.239.1	4	the	83690	191095
1.240.whole	4	beast 's	0	96737
1.240.word	4	beast 's	0	96737
1.240.1	4	beast	0	96737
1.240.2	4	's	3943	121042
1.241.whole	4	ferocity	14	27071
1.241.word	4	ferocity	14	27071
1.241.1	4	ferocity	14	27071
1.242.whole	4	was	0	27
1.242.word	4	was	0	27
1.242.1	4	was	0	27
1.243.whole	4	unfair	0	232
1.243.word	4	unfair	0	232
1.243.1	4	unfair	0	232
1.244.whole	4	in	0	0
1.244.word	4	in	0	0
1.244.1	4	in	0	0
1.245.whole	4	the	217	1304
1.245.word	4	the	217	1304
1.245.1	4	the	217	1304
1.246.whole	4	eyes	84	2822
1.246.word	4	eyes	84	2822
1.246.1	4	eyes	84	2822
1.247.whole	4	of	923223	1126411
1.247.word	4	of	923223	1126411
1.247.1	4	of	923223	1126411
1.248.whole	4	the	736793	1920261
1.248.word	4	the	736793	1920261
1.248.1	4	the	736793	1920261
1.249.whole	4	people	21048	895721
1.249.word	4	people	21048	895721
1.249.1	4	people	21048	895721
1.250.whole	4	of	468764	5022549
1.250.word	4	of	468764	5022549
1.250.1	4	of	468764	5022549
1.251.whole	4	the	713340	2756460
1.251.word	4	the	713340	2756460
1.251.1	4	the	713340	2756460
1.252.whole	4	region .	5101	1281606
1.252.word	4	region	20115	1281606
1.252.1	4	region	20115	1281606
1.252.2	4	.	294934	1305400
1.254.whole	4	the	220703	1092666
1.254.word	4	the	220703	1092666
1.254.1	4	the	220703	1092666
1.255.whole	4	issue	275	235929
1.255.word	4	issue	275	235929
1.255.1	4	issue	275	235929
1.256.whole	4	reached	181	548833
1.256.word	4	reached	181	548833
1.256.1	4	reached	181	548833
1.257.whole	4	the	559	920
1.257.word	4	the	559	920
1.257.1	4	the	559	920
1.258.whole	4	ears	0	1199
1.258.word	4	ears	0	1199
1.258.1	4	ears	0	1199
1.259.whole	4	of	21413	21816
1.259.word	4	of	21413	21816
1.259.1	4	of	21413	21816
1.260.whole	4	the	69745	191630
1.260.word	4	the	69745	191630
1.260.1	4	the	69745	191630
1.261.whole	4	kindly	0	95346
1.261.word	4	kindly	0	95346
1.261.1	4	kindly	0	95346
1.262.whole	4	Lord	0	7052
1.262.word	4	Lord	0	7052
1.262.1	4	Lord	0	7052
1.263.whole	4	of	0	47
1.263.word	4	of	0	47
1.263.1	4	of	0	47
1.264.whole	4	the	0	0
1.264.word	4	the	0	0
1.264.1	4	the	0	0
1.265.whole	4	Manor	7759	372823
1.265.word	4	Manor	7759	372823
1.265.1	4	Manor	7759	372823
1.266.whole	4	who	103	22986
1.266.word	4	who	103	22986
1.266.1	4	who	103	22986
1.267.whole	4	the	0	128
1.267.word	4	the	0	128
1.267.1	4	the	0	128
1.268.whole	4	people	0	0
1.268.word	4	people	0	0
1.268.1	4	people	0	0
1.269.whole	4	had	0	9070
1.269.word	4	had	0	9070
1.269.1	4	had	0	9070
1.270.whole	4	often	58	132958
1.270.word	4	often	58	132958
1.270.1	4	often	58	132958
1.271.whole	4	asked	27	933
1.271.word	4	asked	27	933
1.271.1	4	asked	27	933
1.272.whole	4	for	167	2960
1.272.word	4	for	167	2960
1.272.1	4	for	167	2960
1.273.whole	4	help .	0	5233
1.273.word	4	help	175	5233
1.273.1	4	help	175	5233
1.273.2	4	.	11056	42716
1.276.whole	4	saw	712	505652
1.276.word	4	saw	712	505652
1.276.1	4	saw	712	505652
1.277.whole	4	the	100	1521
1.277.word	4	the	100	1521
1.277.1	4	the	100	1521
1.278.whole	4	severity	0	564
1.278.word	4	severity	0	564
1.278.1	4	severity	0	564
1.279.whole	4	of	105	114
1.279.word	4	of	105	114
1.279.1	4	of	105	114
1.280.whole	4	the	329742	717223
1.280.word	4	the	329742	717223
1.280.1	4	the	329742	717223
1.281.whole	4	problem	16993	466846
1.281.word	4	problem	16993	466846
1.281.1	4	problem	16993	466846
1.282.whole	4	the	4585	2070775
1.282.word	4	the	4585	2070775
1.282.1	4	the	4585	2070775
1.283.whole	4	people	41	21948
1.283.word	4	people	41	21948
1.283.1	4	people	41	21948
1.284.whole	4	faced	0	151
1.284.word	4	faced	0	151
1.284.1	4	faced	0	151
1.285.whole	4	and	0	733
1.285.word	4	and	0	733
1.285.1	4	and	0	733
1.286.whole	4	suggested	0	146
1.286.word	4	suggested	0	146
1.286.1	4	suggested	0	146
1.287.whole	4	a	0	35
1.287.word	4	a	0	35
1.287.1	4	a	0	35
1.288.whole	4	contest	0	26852
1.288.word	4	contest	0	26852
1.288.1	4	contest	0	26852
1.289.whole	4	could	0	137
1.289.word	4	could	0	137
1.289.1	4	could	0	137
1.290.whole	4	solve	0	343
1.290.word	4	solve	0	343
1.290.1	4	solve	0	343
1.291.whole	4	the	0	0
1.291.word	4	the	0	0
1.291.1	4	the	0	0
1.292.whole	4	problem .	1819	22454
1.292.word	4	problem	7989	22454
1.292.1	4	problem	7989	22454
1.292.2	4	.	138167	528776
1.295.whole	4	that	608816	3803996
1.295.word	4	that	608816	3803996
1.295.1	4	that	608816	3803996
1.296.whole	4	whoever	207	671947
1.296.word	4	whoever	207	671947
1.296.1	4	whoever	207	671947
1.297.whole	4	could	114	3440
1.297.word	4	could	114	3440
1.297.1	4	could	114	3440
1.298.whole	4	kill	0	1547
1.298.word	4	kill	0	1547
1.298.1	4	kill	0	1547
1.299.whole	4	the	0	22
1.299.word	4	the	0	22
1.299.1	4	the	0	22
1.300.whole	4	boar	0	9750
1.300.word	4	boar	0	9750
1.300.1	4	boar	0	9750
1.301.whole	4	and	11	277
1.301.word	4	and	11	277
1.301.1	4	and	11	277
1.302.whole	4	bring	0	2779
1.302.word	4	bring	0	2779
1.302.1	4	bring	0	2779
1.303.whole	4	as	0	0
1.303.word	4	as	0	0
1.303.1	4	as	0	0
1.304.whole	4	proof	0	856
1.304.word	4	proof	0	856
1.304.1	4	proof	0	856
1.305.whole	4	its	0	50
1.305.word	4	its	0	50
1.305.1	4	its	0	50
